NAME,ISIN,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
IDEXX LABORATORIES,US45168D1046,9633,9633,7153,24529,24374,29486.76413,29126,29126,39061,16135,16135
ILLINOIS TOOL WORKS,US4523081093,235171,206918,127615,100303,111894,134118,127110,103961,109100,111371,111371
ILLUMINA,US4523271090,42033,43552,40994,6691,6718,7374,7666,7666,20296,20296,18902
INTEL,US4581401001,756280,756280,1050000,976000,1490000,1490000,1489000,1973000,1973000,1190885,1190885
INTERCONTINENTAL EX.,US45866F1049,2264,2264,1580,1459,1604,1691,3112,4568,6412,6412,5275
INTERNATIONAL BUS.MCHS.,US4592001014,514464,556653,556653,354046,133663,124633,117723,90906,91955,91955,71000
INTL.FLAVORS & FRAG.,US4595061015,108276,108276,109077,118984,97251,125429,151002,162286,368701,828178,828178
INTERNATIONAL PAPER,US4601461035,10100000,9480000,9480000,9400000,9810000,8800000,9094661,9094661,6720000,6300000,6366000
INTERPUBLIC GROUP,US4606901001,20639,20639,9349,5521,6651,7985,4762,4273,4273,6682,9527.72
INTUIT,US4612021034,5464,5464,4592,4112,3372,2045,1912,1770,1770,1304,3468.41
INTUITIVE SURGICAL,US46120E6023,15846,15846,10263,12314,14056,15422,23810,18122,20994,7409,7045
IRON MOUNTAIN,US46284V1017,,145100,145100,130267,167279,145127,145127,125318,120870,162084,113532
ITRON,US4657411066,4846,4846,5481,5481,3784,3641,3347,3347,2490,6362,5006
JP MORGAN CHASE & CO.,US46625H1005,85950,85950,82525,79556,78229,83101,81655,69570,76434,94347,88553
JABIL,US4663131039,37723,37723,37041,37041,37234,38690,38759,47547,53865,53174,55192
JACOBS SOLUTIONS,US46982L1089,,,,,,,,,16749,14754,14754
JOHNSON & JOHNSON,US4781601046,350722,321000,319000,452900,450246,450246,415094,363924,367674,367674,384622
JONES LANG LASALLE,US48020Q1076,5966,11339,16784,18860,19258,36416,30302,24215,24215,28802,26622
JUNIPER NETWORKS,US48203R1041,4081,3482,3482,4302,4469,3859,4517,4517,8867,6855,6733
KBR,US48242W1062,,1163,848,737,617,624,484,744,762,6426,8602
KLA,US4824801009,1380,1543,1561,1561,1797,2322,2790,3793,3793,4698,7964
KB HOME,US48666K1097,13737,13737,9949,14409,16339,16339,15877,13544,13544,1844,1761
KELLANOVA,US4878361082,579557,579557,573329,521612,455103,455103,465885,465042,498000,498000,497203
KENNAMETAL,US4891701009,34625,34625,30638,25261,22812,21963,21566,21566,27000,23733,28000
KEYCORP,US4932671088,14583,13583,11638,9996,13671,13671,13306,10806,10740,11424,11424
KIMBERLY-CLARK,US4943681035,2266653,2204278,2200000,2100000,2090000,2078281,2000000,2000000,1772000,1783000,1783000
KIMCO REALTY,US49446R1095,3948,3948,2534,2414,2697,2142,1886,1501,2267,2267,3646
KINDER MORGAN,US49456B1017,12735049,12735049,11805447,4491645,4230256,4503365,4812385,15600000,15600000,15300000,14900000
KIRBY,US4972661064,2215279,2215279,2094478,1150572,1262235,1425384,1671665,804900,796500,796500,796500
KOHL'S,US5002551043,35580,35580,35424,39005,38553,47034,50382,45866,45866,43786,56759
KROGER,US5010441013,2189672,,2264003,2754335,2788652,2313574,2445527,2072128,2072128,2303388,2335900
LKQ,US5018892084,171722,171722,39394,43752,57843,49448,61184,61796,261952,261952,279546
LAMAR ADVERTISING 'A',US5128161099,,3610,25606,981,1271,1561,1309,1337,1239,1239,1493
LANDSTAR SYSTEM,US5150981018,395676,395676,420963,375291,347374,353610,377931,453515,453515,207,207
LAS VEGAS SANDS,US5178341070,226137,226137,236008,244964,249971,258494,214263,214263,60878,58341,58341
ESTEE LAUDER COS.'A',US5184391044,33242,31330,34043,29861,29861,34537,31900,27200,24100,27800,29500
LEAR,US5218652049,174064,174064,183298,224475,109899,132653,111855,87290,81644,78544,108255.04
LEGGETT&PLATT,US5246601075,156179,200509,25202,547781,415305,428633,55254,56400,56400,177817,177817
LENNAR A A,US5260571048,26158,26158,32063,35828,39257,51980,103456,103456,94713,130429,130429
LENNOX INTL.,US5261071071,,103811,148930,67000,80000,89400,95900,83100,83100,116668,130222.95
ELI LILLY,US5324571083,474244,474244,472000,471745,483000,483000,192075,158650,157227,171000,171000
LINCOLN ELECTRIC HDG.,US5339001068,38145,38145,60427,56065,56064,58885,82488,81762,72292,55525,66959
LINCOLN NATIONAL,US5341871094,3715,3715,3756,3789,2675,2912,3173,1750,1750,1911,3478
LINDSAY,US5355551061,8089,8089,5648,5525,6205,27470,5838,5506,5554,5554,10146
LITTELFUSE,US5370081045,14368,14368,11759,19204,25813,28989,27712,24492,36077,37003,32662
LOCKHEED MARTIN,US5398301094,241148,,201544,229149,291523,291782,305362,292755,292755,297630,308980
LOEWS,US5404241086,4423,4423,4090,876526,751656,733155,634405,456594,456594,361454,352161.134
LOWE'S COMPANIES,US5486611073,335731,335731,365484,244239,400000,400000,485000,541000,573000,573000,437000
LUMEN TECHNOLOGIES,US5502411037,,,,,,,,224165,222798,222798,173905.55
M&T BANK,US55261F1049,6318,9649,6959,9262,8250,8972,9229,9229,5845,16373,18924
MDC HOLDINGS DEAD - DELIST.19/04/24,US5526761086,7406,7406,6984,7628,8771,11138,13881,17245,23599,23599,
MDU RESOURCES GROUP,US5526901096,2892418,3070055,7399369,6869381,7031727,7147961,3134033,8611021,9422783,9674806,1935676
MGM RESORTS INTL.,US5529531015,223865,223865,219208,230893,224453,246147,278476,199686,199686,246387,242877
MSC INDL.DIRECT 'A',US5535301064,32531,32531,30774,36209,30300,35933,41617,47303,37533,37533,14186
MACERICH,US5543821012,60650,60650,29028,15502,15502,12741,18131,11451,11451,9167,20123
VERIS RESIDENTIAL,US5544891048,10177,10177,8937,5055,6469,6696,8487,5710,6261,6261,5890
MACY'S,US55616P1049,196794,196794,137522,127354,96875,97837,46793,36870,42421,42421,40901
MANITOWOC,US5635714059,,,,55833,16374,18325,17373,14680,25796,25796,23757
MANPOWERGROUP,US56418H1005,19267,30082,17476,19565,22514,14819,21499,13314,13314,18608,19359
MARATHON OIL DEAD - DELIST.22/11/24,US5658491064,3183860,3890000,3618972,3643523,3070000,5200000,6470000,4240000,4240000,6851910,3170000
MARKEL GROUP,US5705351048,2790,2790,2620,2015,2224,4142.1387,4142,16644,5367,4396,4762
MARSH & MCLENNAN,US5717481023,6067,6067,7054,7921,7968,14406,21382,19260,24152,27036,23637
MARRIOTT INTL.'A',US5719032022,665155,665155,670092,680718,1279706,1358825,1326481,1326481,972725,1150317,1766074.1
MARTIN MRTA.MATS.,US5732841060,10059924,10059924,11628120,3128619,2888225,502000,534000,4505000,4505000,4609000,4608973
MARVELL TECHNOLOGY,US5738741041,,,,,,,,617,3447,4406,4645
MASCO,US5745991068,124217,124217,148043,98359,81252,88858,88858,73937,66000,69211,35000
MASTERCARD,US57636Q1040,3041,3041,2747,2798,3844,6272,4758,3221,3221,5164,4769
MATCH GROUP,US57667L1070,,,,,,,1512,1512,2140,883,883
MATTEL,US5770811025,14823,14823,14901,11641,14536,11439,12430,13499,13499,15768,14170
MCCORMICK & COMPANY NV.,US5797802064,23391,23391,28370,20146,20146,27949,32552,31853,31853,35903,35903
MCDONALDS,US5801351017,216206,178000,178000,221553,210176,176060,107034,97398,97398,113286,100009
MCKESSON,US58155Q1031,20368,15527,16215,46958,91235,124911,117790,117790,136995,136995,79292
PEDIATRIX MEDICAL GROUP,US58502B1061,51534,51534,12976,12043,9440,12707,16428,10326,10326,11157,7881
MERCK & COMPANY,US58933Y1055,1051600,1051600,864700,864600,801600,783500,755340,738400,738400,712400,712400
MERCURY GENERAL,US5894001008,1819,1819,1535,1673,1848,2036,1949,1790,1669,1669,1311
METLIFE,US59156R1086,9603,9603,10225,17527,15929,16016,13613,17120,17120,12052,12464
METTLER TOLEDO INTL.,US5926881054,32532,32532,30697,29298,29298,31165,29377,26265,27143,27722,27722
MICROSOFT,US5949181045,39665,39665,85188,88486,88486,97639,113412,118100,123704,139413,139413
MICROCHIP TECH.,US5950171042,182382,182382,192854,192854,451140,529371,424835,348406,348406,423877,423877
MICRON TECHNOLOGY,US5951121038,812125,812125,1415287,1415287,1724029,3200000,3194543,3281887,3459483,3459483,1893921.31
MILLERKNOLL,US6005441000,20336,20345,22644,23735,25725,24882,28141,28141,19836,29886,34753
MOHAWK INDUSTRIES,US6081901042,1178648,1178648,1613675,1613675,1602088,1620156,1785392,1785392,2012560,1726140,1974552
MOLSON COORS BEVERAGE COMPANY B,US60871R2094,206749,206749,159988,152042,448040,436457,406376,398026,413167,606319,603320.5
MONDELEZ INTERNATIONAL CL.A,US6092071058,1080025,1080025,1061261,757010,812564,778304,856590,852548,852548,838069,779000
MONSTER BEVERAGE,US61174X1090,,72861,68130,76445,86345,82327,94086,95267,4671,4671,12635.3
MOODY'S,US6153691059,4021,4021,1704,0,171,157,1569,684,851,810,810
MORGAN STANLEY,US6174464486,30446,30446,31268,33870,27610,29450,28300,25400,34351,25189,27268
MOSAIC,US61945C1036,,2793949,2901368,2960162,2947308,3580000,3131524,3437836,3437836,3190000,3190000
MOTOROLA SOLUTIONS,US6200763075,27426,25722,17334,11919,10650,10650,17352,14381,14381,7028,11362
MURPHY OIL,US6267171022,1905583,3100000,3800000,560940,374297,1877200,1935611,1166910,925239,2443249,1056513
NCR VOYIX,US62886E1082,22818,22818,19206,93829,96332,18736,17351,17351,128016,128016,158365
NRG ENERGY,US6293775085,76000000,,86000000,66000000,48000000,46000000,39000000,39000000,29767523,35050795,35050795
NVR,US62944T1051,18603,18603,18031,20736,22097,27517,34771,33538,40327,41177,41177
NOV,US62955J1034,,,,,,,,744258,613767,192000,192000
NASDAQ,US6311031081,0,0,0,0,0,0,306,306,0,52,52
NATIONAL FUEL GAS,US6361801011,2219949,2219949,713843,617304,526444,567825,640831,640831,1968845,2632214,2632214
NATIONAL INSTS. DEAD - DELIST.12/10/23,US6365181022,3763,3763,1368,1368,1135,1208,1416,1226,1261,1261,
NETAPP,US64110D1046,6170,6170,5964,7806,6957,5748,4676,2524,2524,2182,3164
NETEASE ADR 1:5,US64110W1027,,1222,1622,5265,6847,7074,36642,41784,6855,6855,11987
NEW YORK TIMES 'A',US6501111073,4324,4324,2536,2924,2640,2963,2431,2034,1677,1642,3650
NEWELL BRANDS (XSC),US6512291062,25862,25862,21799,17899,120000,133373,24415,24854,19995,17082,17082
NEWMONT,US6516391066,4402779,4100000,4110000,2700000,3100000,3110000,1730669,1730669,1726919,2424115,1730573
NEWS 'A',US65249B1098,,30848,29402,26951,28356,28145,28595,18640,16456,16456,15441
NEXTERA ENERGY,US65339F1012,44852457,47752190,49669109,41875104,41875104,42097424,45645691,45645691,43311568,42353376,41985979
NIKE 'B',US6541061031,15005,15005,40347,37161,26339,23314,46714,47398,47398,50868,59672
NISOURCE,US65473P1057,21774754,19459639,12299409,12254532,12033952,12580475,10202077,10202077,7272053,8174818,6350413
NORDSTROM,US6556641008,88353,88353,45123,46815,45365,47957,46521,40163,35541,35541,22716.23
NORFOLK SOUTHERN,US6558441084,5088315,5088315,5358750,5266493,4927038,4872474,4784047,4784047,3786837,4165808,4127658
NORTHERN TRUST,US6658591044,3143,3143,2925,3130,2337,2637,1909,1610,1797,1797,9034.73
NORTHROP GRUMMAN,US6668071029,148470,148470,138963,136049,140537,134068,145169,109741,259321,282240,310610
GEN DIGITAL,US6687711084,,,,,,3506,7000,7000,1494,2436,1062
NOVOLIPETSK STEEL GDR DEAD - DELIST.27/01/23,US67011E2046,,,,8478345,8379139,29103917,28400000,30036000,30436316,,
NUANCE COMMS. DEAD - DELIST.07/03/22,US67020Y1001,4493,4493,2610,1677,1591,1313.0624,1120,1120,709,751,
NUCOR,US6703461052,14666383,14666383,16923286,10909585,12914952,21463200,16746576,14392101,4700000,6500000,6800000
NVIDIA,US67066G1040,2743,2743,2419,2419,2356,2671,2817,2692,4612,12346,12346
OGE ENERGY,US6708371033,23124483,20630659,19715391,16753881,17492203,15205143,12590293,12590293,12407823,12623094,10004682
O I GLASS,US67098H1041,,,,,,,5040966.824,5157413,4910043,5273159,5352738.51
O REILLY AUTOMOTIVE,US67103H1077,133825,133825,32379,48460,57904,45593,49657,61667,61667,59004,291580
OCCIDENTAL PTL.,US6745991058,12500000,12500000,10400000,9280000,10450000,10370000,10370000,22430197,18454662,18454662,17601344
OCEAN POWER TECHS.,US6748705067,,,,,,,,,,,
OCEANEERING,US6752321025,533126,533126,333295,282096,215819,164606,171317,184750,303707,144151,203395
OIL STS.INTL.,US6780261052,433076,433076,165718,110578,73731,71312,,,,21100,24359
OLD REPUBLIC INTL.,US6802231042,3509,3509,2820,2710,2884,3158,3112,3073,3657,3657,1704
OMNICOM GROUP,US6819191064,65592,65592,61106,63398,38885,30614,32409,7609,7609,12566,13161.22
ON SEMICONDUCTOR,US6821891057,148707,148707,98834,1279226,1416622,1412218,2079295,2178210,2485870,2626086,841104
ONEOK,US6826801036,1986336,1900000,1900000,913310,2500000,2900000,3800000,3800000,3800000,6429770,3700000
ORACLE,US68389X1054,14764,14764,9430,11741,11293,14763,16520,10300,9489,9489,10237
ORMAT TECHNOLOGIES,US6866881021,1391,3758,5466,12356,14248,12154,12787,5101,111219,111219,178031
OSHKOSH,US6882392011,94324,70000,70000,52723,52723,58495,70887,70887,61019,61019,69500
OVERSEAS SHIPHLDG.GP.'A' DEAD - DELIST.10/07/24,US69036R8631,,,,,,,,,,,
OVINTIV (NYS),US69047Q1022,,,,,,,4705325.006,4607622,3851893,3392284,3392284
PG&E,US69331C1080,4105291,3774972,3820814,3949920,3949920,4281599,4115621,4115621,3899490,4458777,3353070
PNC FINL.SVS.GP.,US6934751057,47112,54149,45970,40706,37123,35299,30286,23767,27799,27799,32100
PPG INDUSTRIES,US6935061076,1122000,1122000,1020000,1043000,663362,410000,380000,310000,310000,390000,391281
PPL,US69351T1060,,,30600240,28480000,28587423,29618423,26851641,25090122,26436021,27101051,27101051
PVH,US6936561009,7635,4529,41293,37323,32690,35039,33776,29091,29091,25132,15363
PACCAR,US6937181088,210719,210719,241218,221890,101865,121123,120209,113446,113446,123990,121140
PACKAGING CORP.OF AM.,US6951561090,498447,498447,661048,936688,1556015,1556015,2026481,1750000,1950000,2264949,1810000
PARKER-HANNIFIN,US7010941042,79420,79420,68670,66299,63708,67943,66143,87570,87570,78564,139805.13
PARTNER COMMS.ADR 1:1 DEAD - DELIST.22/09/23,US70211M1099,8271,8271,3743,5479,4724,5440,4912,5657,5241,,
PATTERSON COMPANIES,US7033951036,3024,3024,23277,155239,169964,178879,171048,169917,6971,8758,9282
PATTERSON UTI ENERGY,US7034811015,991247,991247,542851,293975,157049,370017,521097,278341,409360,409360,740620
PAYCHEX,US7043261079,9234,9234,5957,4411,3565,3142,3954,3796,2793,2750,2289.849
PEABODY ENERGY,US7045511000,,,,,3427609,4512420,4711933,5800000,5800000,5562046,5562046
PENN ENTERTAINMENT,US7075691094,52477,52477,30337,35418,30653,26622,205602,205602,45975,119576,119576
PENSKE AUTOMOTIVE GP.,US70959W1036,295967,295967,77076,117306,135568,108612,113402,108640,108640,105228,27045.66
PEOPLES UNITED FINANCIAL DEAD - DELIST.05/04/22,US7127041058,3013,2988,2022,1775,1401,2467,3074,3074,,,
PEPSICO,US7134481081,3823000,3823000,3931000,2737660,3798343,3577266,3552415,3552706,3596712,3596712,3481530
PERDOCEO EDUCATION,US71363P1066,,,,,,,18192,9586,5540,2168,4993
REVVITY,US7140461093,18226,18226,17109,17291,15482,11900,12812,9219,7558,7558,1723
PFIZER,US7170811035,959865,959865,880000,875274,940953,905857,734638,654460,662438,650587,650587
PINNACLE WEST CAP.,US7234841010,14227295,14443639,13651010,10053453,10700000,12008503,12298802,12298802,11329468,11329468,12665061
PIONEER NTRL.RES. DEAD - DELIST.03/05/24,US7237871071,2127180,2127180,952883,626202,2672643,3440000,2984692,1481602,2817972,2817972,2867859
PITNEY-BOWES,US7244791007,29150,29150,29344,28747,27170,35388,30478,34211,31797,40614,45060
POLARIS,US7310681025,16120,16120,25285,52806,45506,63509,68054,68054,34439,35896,56558
POWER INTEGRATIONS,US7392761034,18548,18548,10903,575,748,800,582,1523,1523,1341,317
T ROWE PRICE GROUP,US74144T1088,849,849,799,928,1086,1331,1866,1866,759,877,941
PRINCIPAL FINL.GP.,US74251V1026,5751,5751,6216,6216,5231,6067,6454,6454,4021,5144,5144
PROCTER & GAMBLE,US7427181091,2767000,2767000,2304000,2133321,2174000,2137895,2210000,2218000,2242000,2159904,2159904
PROGRESSIVE OHIO,US7433151039,48838,30317,30317,37293,46182,43125,49958,18775,17916,26992,31896
PROLOGIS REIT,US74340W1036,,2262,2264,2491,2772,2772,4743,3214,2472,3898,3898
PRUDENTIAL FINL.,US7443201022,6053,6053,7836,6733,6733,14311,17248,12953,11381,11381,12722
PUB.SER.ENTER.GP.,US7445731067,14955608,14955608,15460147,16739516,13116015,12080838,13378214,13378214,9624555,10122888,1878390
PUBLIC STORAGE,US74460D1090,51706,51706,43677,19840,29496,26731,13730,13730,12800,12800,19555.86
PULTEGROUP,US7458671010,25032,25032,23996,23943,28999,37256,48055,48876,48876,3475,4316
QUALCOMM,US7475251036,65935,67793,75349,76413,80016,73832,75290,75290,112479,104850,104850
QUANTA SERVICES,US74762E1029,170102,170102,187939,146733,185153,225327,287822,262911,262911,653993,836724
QUEST DIAGNOSTICS,US74834L1008,83828,82554,82554,83929,83570,91209,92185,85009,238910,238910,288624
RPM INTERNATIONAL,US7496851038,284056,284056,277906,700704,703250,803969,925251,1575502,1941101,43406,54297
RAMBUS,US7509171069,14509,14509,9270,7324,9435,728,313,698,711,671,1853.39
RALPH LAUREN CL.A,US7512121010,13740,13740,13438,23708,27947,15280,26618,14681,11582,11582,12206
RANGE RES.,US75281A1097,4750624,306855,251458,287698,339744,471437,288938,288938,182118,200793,193449
RAYMOND JAMES FINL.,US7547301090,1233,2250,1356,2267,2244,2266,3191,3191,2771,1103,1103
RTX,US75513E1010,,,,,,,612307,612307,510420,510420,601065
REGENCY CENTERS,US7588491032,7262,75,80,85,149,191,2080,2080,1943,1943,2341
REGENERON PHARMS.,US75886F1075,16644,16644,35805,39400,48800,58200,57500,57500,64800,65800,65800
REGIONS FINL.NEW,US7591EP1005,7950,11966,7940,6625,8293,8728,6032,4274,4274,4800,5341
REINSURANCE GROUP OF AM.,US7593516047,4985,4985,3598,2703,3062,2930,3341,3769,3769,603,603
RELIANCE,US7595091023,11129172,11129172,9287684,116335,91142,120962,135768,130570,163098,271798,183580
REPUBLIC SVS.'A',US7607591002,15822235,15822235,15091091,14946324,13967446,13199147,13930867,13214960,13596938,13643797,13688116
RESMED,US7611521078,8305,,5314,5487,7539,6356,8224,5525,5525,2457,2457
RITE AID (OTC) DEAD - DELIST.04/09/24,US7677548726,,,,,444330,311816,305983,38094,38094,55379,
ROBERT HALF,US7703231032,6388,6388,4995,7302,8836,8492,1754,1754,590,3016,3220
ROCKWELL AUTOMATION,US7739031091,38880,38880,46094,43900,32225,33912,33617,20539,18649,26279,24443
ROPER TECHNOLOGIES,US7766961061,184014,184014,249032,16242,17130,18513,22341,22341,20002,22123,4810
ROSS STORES,US7782961038,18457,18457,16837,13698,14854,15876,17323,20816,24826,26444,29732.11
ROYAL GOLD,US7802871084,70946,70946,52925,91474,91474,91474,149,149,159,0,0
RYDER SYSTEM,US7835491082,642001,642001,682436,684593,747512,749903,792121,792121,681840,720370,720370
S&P GLOBAL,US78409V1044,,,8036,7448,2145,2426,2703,3602,1622,802,3717
SBA COMMS.,US78410G1040,,,,7894,8635,12872.04267,11385,11385,21219,6500,11100
SEI INVESTMENTS,US7841171033,647,647,505,445,483,537,699,24,24,47,54.07
SL GREEN REALTY,US78440X8873,,,,,,,,,2559,7293,4857
SLM,US78442P1066,,6471,753,1120,1238,1262,1870,1870,2869,3194,298
SM ENERGY,US78454L1008,1375366,1375366,649000,649000,357830,432323,599057,477808,578309,454538,454538
SPX TECHNOLOGIES,US78473E1038,,,,,,,,,10569,9209,11630
ST.JOE,US7901481009,1866,1866,535,4558,2286,2656,2700,5522,842,1184,2023
SALESFORCE,US79466L3024,6094,6094,5371,3185,4017,5000,6000,6000,1145,4000,4000
HENRY SCHEIN,US8064071025,7116,7116,55181,102018,97251,15516,15770,16128,16128,21955,58205
CHARLES SCHWAB,US8085131055,2717,2717,1682,2866,2510,2158,2978,2632,4031,5008,8049
LIGHT WONDER,US80874P1093,19613,19613,20920,44504,49415,53081,57224,57224,36878,29259,29259
SCOTTS MIRACLE-GRO,US8101861065,63178,63178,66989,69045,63248,61308,62856.24,80740,80740,57481,82778
